,brand,price,originalpr,colour,shoetype,bargain
464,Ambellis,23.99,99.99,dunkelblau,lace-ups,76.0
465,New Look,26.99,33.99,black,sandals,7.0000000000000036
466,Tamaris,50.95,59.95,black,sandals,9.0
467,Dockers by Gerli,44.95,49.99,schwarz,wellies,5.039999999999999
468,Birkenstock,69.95,69.95,gold,slippers,0.0
469,adidas Originals,95.95,119.95,white,trainers,24.0
470,Crosby,29.99,44.99,white,trainers,15.000000000000004
471,Bershka,25.19,35.99,beige,sandals,10.8
472,New Balance,97.95,139.95,white,trainers,41.999999999999986
473,New Look Wide Fit,40.49,44.99,tan,sandals,4.5
474,Even&Odd,16.99,34.99,light blue,sandals,18.000000000000004
475,PULL&BEAR,39.99,39.99,black,slip-ons,0.0
476,Pier One,29.99,29.99,black,trainers,0.0
477,OYSHO,12.99,25.99,white,sandals,12.999999999999998
478,Veja,149.95,149.95,extra white/black,trainers,0.0
479,Tommy Hilfiger,69.95,69.95,white,trainers,0.0
480,Volcom,35.0,35.0,black,sandals,0.0
481,Vans,51.95,64.95,true white,trainers,13.0
482,Pepe Jeans,40.46,89.9,factory pink,trainers,49.440000000000005
483,VERBENAS,52.1,59.95,crudo,espadrilles,7.850000000000001
484,adidas Originals,109.95,109.95,footwear white/grey five/off-white,trainers,0.0
485,New Balance,87.95,109.95,granite,trainers,22.0
486,Crosby,25.99,49.99,light pink,trainers,24.000000000000004
487,Puma,64.95,64.95,white/silver,trainers,0.0
488,Levi's®,74.95,74.95,brilliant white,trainers,0.0
489,Reebok Classic,89.95,89.95,black,trainers,0.0
490,New Look,44.99,44.99,white,heels,0.0
491,Ambellis,26.99,114.99,rosa,espadrilles,88.0
492,Anna Field,14.99,22.99,light pink,pumps,7.999999999999998
493,Hummel,45.46,64.95,black white,trainers,19.490000000000002
494,Anna Field Wide Fit,59.99,59.99,dark blue,heels,0.0
495,Stradivarius,25.99,25.99,gold coloured,sandals,0.0
496,Tamaris,79.95,79.95,taupe suede,heels,0.0
497,Where’s That From,49.99,49.99,silver,sandals,0.0
498,Queen Helena,26.91,29.9,champagne,mules,2.9899999999999984
499,New Balance,109.95,109.95,black,trainers,0.0
500,PULL&BEAR,39.99,39.99,nude,sandals,0.0
501,Even&Odd Wide Fit,24.59,34.99,gold,sandals,10.400000000000002
502,PULL&BEAR,35.99,35.99,gold coloured,sandals,0.0
503,Anna Field,44.99,59.99,dark blue,heels,15.0
504,Anna Field Wide Fit,31.99,39.99,light grey,sandals,8.000000000000004
505,Stradivarius,25.99,25.99,white,mules,0.0
506,Anna Field,49.99,49.99,brown,boots,0.0
507,New Look Wide Fit,39.99,49.99,white,sandals,10.0
508,Anna Field,33.99,39.99,rose,heels,6.0
509,Tamaris,57.95,89.95,camel,slip-ons,32.0
510,Tommy Hilfiger,81.95,109.95,white/bright cerise pink,trainers,28.0
511,Fila,67.95,79.95,white,trainers,12.0
512,New Look,20.99,29.99,black,sandals,9.0
513,Anna Field,16.99,34.99,white,pumps,18.000000000000004
514,Palado,34.95,79.95,dunkelgold,mules,45.0
515,Paez,49.9,49.9,black,espadrilles,0.0
516,s.Oliver,45.9,49.99,beige,sandals,4.090000000000003
517,Stradivarius,19.99,19.99,white,mules,0.0
518,Anna Field,29.89,34.99,white,espadrilles,5.100000000000001
519,Bosanova,36.99,40.99,beige,mules,4.0
520,Reebok Classic,62.95,89.95,black,trainers,27.0
521,Even&Odd,48.99,54.99,white ,heels,6.0
522,Gabor,89.96,99.95,schwarz,heels,9.990000000000009
523,PULL&BEAR,35.99,35.99,grey,mules,0.0
524,Esprit,39.99,59.99,light beige,mules,20.0
525,Skechers Sport,84.95,84.95,white/navy/red,trainers,0.0
526,Zign,55.49,64.99,olive,pumps,9.499999999999993
527,Even&Odd,18.49,22.99,black,sandals,4.5
528,Converse,74.95,74.95,black,trainers,0.0
529,Even&Odd,36.89,48.99,light pink,heels,12.100000000000001
530,Inselhauptstadt,36.99,164.99,blau,slip-ons,128.0
531,Veja,159.95,159.95,extra white/sable,trainers,0.0
532,Birkenstock,69.95,69.95,black,mules,0.0
533,New Look Wide Fit,49.99,49.99,black,sandals,0.0
534,New Look Wide Fit,27.99,39.99,stone,mules,12.000000000000004
535,New Look,49.99,49.99,black,slip-ons,0.0
536,Zign,63.99,74.99,gold,sandals,10.999999999999993
537,Anna Field Wide Fit,24.99,24.99,black,sandals,0.0
538,Anna Field,24.09,29.99,black,pumps,5.899999999999999
539,Anna Field,13.89,22.99,light pink,slip-ons,9.099999999999998
540,Tamaris,47.49,49.99,taupe,heels,2.5
541,Anna Field Wide Fit,31.99,39.99,rose gold coloured,sandals,8.000000000000004
542,Anna Field,39.99,39.99,black ,boots,0.0
543,Carvela,80.0,135.0,gold,espadrilles,55.0
544,Nike Sportswear,94.95,99.95,white/black/sail/team orange,trainers,5.0
545,Anna Field,34.99,69.99,dark blue,heels,34.99999999999999
546,Tamaris,29.95,49.95,black glam,sandals,20.000000000000004
547,Anna Field,21.09,29.99,black,pumps,8.899999999999999
548,ONLY SHOES,24.99,49.99,green,wellies,25.000000000000004
549,Nike Sportswear,83.95,119.95,sanddrift/metallic gold/phantom,trainers,36.0
550,Tamaris,49.95,49.95,black,sandals,0.0
551,Anna Field,23.99,39.99,off-white,sandals,16.000000000000004
552,Even&Odd,34.99,34.99,beige,espadrilles,0.0
553,Puma,69.95,69.95,white/gold,trainers,0.0
554,New Look,49.99,49.99,white,heels,0.0
555,WJS,24.9,29.9,srebrne,sandals,5.0
556,Tamaris,45.9,49.95,white uni,trainers,4.050000000000004
557,Jana,39.95,43.95,black,heels,4.0
558,Palado,34.95,74.95,cream lack,sandals,40.0
559,Birkenstock,89.88,100.0,metallic copper,sandals,10.120000000000005
560,Gabor,99.95,99.95,schwarz,pumps,0.0
561,Anna Field,39.99,39.99,black,boots,0.0
562,Anna Field,39.99,39.99,gold,sandals,0.0
563,Anna Field,20.89,22.99,white,pumps,2.099999999999998
564,Jolana & Fenena,48.99,119.99,dunkelbraun,boots,71.0
565,Vans,55.95,80.0,grape leaf/true white,trainers,24.049999999999997
566,RAID,40.99,40.99,green,pumps,0.0
567,Anna Field,40.19,49.99,beige,pumps,9.800000000000004
568,Bershka,15.59,25.99,transparent,sandals,10.399999999999999
569,Lazamani,64.95,64.95,beige,mules,0.0
570,Bershka,18.19,25.99,white/light green,trainers,7.799999999999997
571,VERBENAS,57.99,59.99,iris,espadrilles,2.0
572,Pier One,21.29,24.99,white,trainers,3.6999999999999993
573,Zign,51.99,79.99,pink,heels,27.999999999999993
574,Anna Field,39.99,39.99,black,sandals,0.0
575,Tamaris,57.95,64.95,nude patent,heels,7.0
576,Bershka,29.99,29.99,silver coloured,heels,0.0
577,Anna Field Wide Fit,47.99,59.99,dark blue ,heels,12.0
578,Pier One,24.99,24.99,black,wellies,0.0
579,Reebok Classic,89.95,89.95,footwear white/pure grey 3,trainers,0.0
580,Pepe Jeans,37.5,75.0,bare,mules,37.5
581,Tamaris,69.95,89.95,groen,trainers,20.0
582,adidas Originals,31.65,44.95,core white/blue dawn/off white,mules,13.300000000000004
583,Anna Field,21.09,29.99,light pink,espadrilles,8.899999999999999
584,Jordan,118.95,139.95,white/neutral grey/sail,trainers,20.999999999999986
585,Anna Field Wide Fit,38.99,59.99,light pink,sandals,21.0
586,Puma,50.95,59.95,white/malachite/gold,trainers,9.0
587,Timberland,49.95,94.95,saddle,sandals,45.0
588,New Look,49.99,49.99,black,mules,0.0
589,Tamaris,69.95,69.95,black,heels,0.0
590,Anna Field,50.99,59.99,khaki,sandals,9.0
591,Even&Odd,27.99,27.99,blue denim,mules,0.0
592,Tamaris,79.95,79.95,black,slip-ons,0.0
593,New Balance,129.95,129.95,light grey/beige,trainers,0.0
594,adidas Originals,109.95,109.95,grey two/grey one,trainers,0.0
595,New Look,27.99,39.99,white,sandals,12.000000000000004
596,Puma,41.95,59.95,white/black,trainers,18.0
597,Ambellis,27.99,119.99,bronze,mules,92.0
598,Bershka,59.99,59.99,black,boots,0.0
599,Palado,44.95,69.95,black,sandals,25.0
600,Puma,70.95,74.95,white/silver,trainers,4.0
601,Even&Odd Wide Fit,28.59,37.99,white,sandals,9.400000000000002
602,Anna Field,33.99,39.99,beige,sandals,6.0
603,Pier One,15.09,24.99,blue,espadrilles,9.899999999999999
604,New Look Wide Fit,49.99,49.99,gold,sandals,0.0
605,PULL&BEAR,23.99,29.99,white,slides,6.0
606,Inselhauptstadt,17.99,69.99,rot,espadrilles,52.0
607,New Look,27.99,39.99,white,sandals,12.000000000000004
608,Anna Field,21.29,24.99,white,sandals,3.6999999999999993
609,Philip Hog,99.0,99.0,silver,trainers,0.0
610,Anna Field,31.99,39.99,silver,sandals,8.000000000000004
611,Ambellis,19.99,79.99,beige,mules,60.0
612,ONLY SHOES,14.99,29.99,light brown,pumps,14.999999999999998
613,Rubi Shoes by Cotton On,19.95,19.95,black,slides,0.0
614,PULL&BEAR,29.99,29.99,gold coloured,sandals,0.0
615,New Balance,109.95,109.95,green/navy,trainers,0.0
616,Zign,48.99,69.99,black,mules,20.999999999999993
617,Anna Field,34.99,34.99,dark rose ,sandals,0.0
618,Derimod,49.99,49.99,white,mules,0.0
619,On Running,149.9,149.9,rose shell,trainers,0.0
620,Anna Field,29.99,39.99,off-white,sandals,10.000000000000004
621,Pier One,26.39,34.99,brown,lace-ups,8.600000000000001
622,Reebok Classic,99.95,99.95,chalk/chalk/army green,trainers,0.0
623,ONLY SHOES,44.99,44.99,gold,sandals,0.0
624,Anna Field,39.99,39.99,white,heels,0.0
625,Zign,52.49,69.99,light pink,mules,17.499999999999993
626,Bullboxer,39.96,49.95,dirty pink ,espadrilles,9.990000000000002
627,Anna Field,49.99,49.99,black,slip-ons,0.0
628,Anna Field,39.99,39.99,black ,boots,0.0
629,Even&Odd Wide Fit,33.99,39.99,pink,heels,6.0
630,Tamaris,79.95,79.95,taupe,heels,0.0
631,Tamaris,69.95,69.95,silver,heels,0.0
632,Nine West,39.99,99.99,camel,heels,59.99999999999999
633,New Look Wide Fit,44.99,49.99,gold,sandals,5.0
634,Freyling,23.99,104.99,schwarz,sandals,81.0
635,Monki,35.0,35.0,silver,sandals,0.0
636,adidas Originals,39.95,39.95,grey five/white,slides,0.0
637,Anna Field,39.99,39.99,black,boots,0.0
638,Felmini,140.0,140.0,marvin stone,boots,0.0
639,Tamaris,49.99,69.99,black,sandals,19.999999999999993
640,Anna Field,29.89,34.99,gold,sandals,5.100000000000001
641,Anna Field,21.99,24.99,white,trainers,3.0
642,Bershka,32.99,32.99,sand,sandals,0.0
643,Birkenstock,79.0,79.0,dunkelbraun,mules,0.0
644,Stradivarius,59.99,59.99,black,boots,0.0
645,Jolana & Fenena,23.99,64.99,schwarz,slip-ons,41.0
646,Ambellis,33.99,149.99,schwarz,boots,116.0
647,PULL&BEAR,35.99,35.99,beige,sandals,0.0
648,New Look,39.99,39.99,navy,pumps,0.0
649,Clarks,110.95,129.95,chestnut ,lace-ups,18.999999999999986
650,Anna Field,33.99,39.99,black,slip-ons,6.0
651,ONLY SHOES,38.39,44.99,black,sandals,6.600000000000001
652,Anna Field,19.99,39.99,light pink,sandals,20.000000000000004
653,Mango,39.99,39.99,nude,sandals,0.0
654,Tamaris,49.95,49.95,black,heels,0.0
655,Birkenstock,99.95,99.95,black,mules,0.0
656,Even&Odd,21.29,24.99,khaki,sandals,3.6999999999999993
657,Pepe Jeans,44.95,89.9,sunrise,trainers,44.95
658,Skechers Wide Fit,64.95,64.95,white/silver,trainers,0.0
659,Anna Field,21.99,44.99,yellow/beige,wellies,23.000000000000004
660,Musk,49.99,87.99,black,sandals,37.99999999999999
661,Anna Field,31.99,39.99,black,heels,8.000000000000004
662,Stradivarius,29.99,29.99,gold coloured,sandals,0.0
663,Anna Field,31.69,59.99,rose gold coloured,pumps,28.3
664,Anna Field,39.99,39.99,light pink ,heels,0.0
665,Anna Field,29.99,29.99,black,wellies,0.0
666,PULL&BEAR,19.99,25.99,black,sandals,6.0
667,Esprit,59.99,59.99,toffee,slip-ons,0.0
668,Woden,88.95,104.95,dunkel marine,trainers,16.0
669,Puma,54.95,64.95,forest night/vaporous gray,trainers,10.0
670,Tamaris,59.95,59.95,ivory comb,heels,0.0
671,TOM TAILOR,42.81,59.99,schwarz dunkel,boots,17.18
672,Palado,29.95,74.95,antra,mules,45.0
673,Next,65.0,65.0,black,slip-ons,0.0
674,Anna Field,18.79,24.99,taupe,pumps,6.199999999999999
675,CHARLES FOOTWEAR,114.0,129.99,white,trainers,15.990000000000009
676,Tamaris,41.95,49.95,powder,sandals,8.0
677,Anna Field Wide Fit,59.49,69.99,beige,sandals,10.499999999999993
678,ASICS SportStyle,59.95,74.95,white/sheet rock,trainers,15.0
679,Esprit,39.99,59.99,beige,sandals,20.0
680,Marco Tozzi,29.95,59.95,black ,heels,30.000000000000004
681,Zign,55.49,64.99,pink,pumps,9.499999999999993
682,Anna Field,28.09,34.99,white,sandals,6.900000000000002
683,Tamaris,49.95,49.95,black,sandals,0.0
684,Vans,79.95,79.95,duck green,trainers,0.0
685,Tamaris,69.95,69.95,black matt,slip-ons,0.0
686,Anna Field,34.99,34.99,black ,boots,0.0
687,OYSHO,12.99,25.99,light pink,sandals,12.999999999999998
688,Tamaris,59.95,59.95,ivory,heels,0.0
689,Anna Field,39.99,39.99,gold,boots,0.0
690,Anna Field,28.09,34.99,light grey,sandals,6.900000000000002
691,Tommy Hilfiger,59.95,59.95,black,espadrilles,0.0
692,Anna Field,34.99,69.99,dark brown,heels,34.99999999999999
693,Bershka,19.99,39.99,black,slip-ons,20.000000000000004
694,Birkenstock,129.95,129.95,schwarz,mules,0.0
695,Anna Field,28.09,34.99,black,trainers,6.900000000000002
696,Anna Field Wide Fit,21.09,29.99,light pink,sandals,8.899999999999999
697,Where’s That From,39.99,39.99,Pink Blush Suede,sandals,0.0
698,Tamaris,44.95,49.95,pistacchio,pumps,5.0
699,Zign,59.99,74.99,gold,sandals,14.999999999999993
700,OYSHO,34.99,49.99,black,sandals,15.0
701,Natural World,39.95,49.95,blanco,trainers,10.0
702,New Look,59.99,59.99,off white,sandals,0.0
703,Stradivarius,39.99,39.99,off-white,espadrilles,0.0
704,adidas Originals,109.95,109.95,footwear white/off-white,trainers,0.0
705,Anna Field,33.99,39.99,black,heels,6.0
706,Puma,69.95,69.95,white/silver,trainers,0.0
707,Ambellis,30.99,132.99,schwarz,sandals,102.00000000000001
708,Guess,102.95,114.95,white,trainers,12.0
709,New Balance,139.95,139.95,white,trainers,0.0
710,Anna Field,29.99,59.99,beige,sandals,30.000000000000004
711,RAID Wide Fit,34.99,40.99,black ,sandals,6.0
712,TOMS,54.95,64.95,natural,espadrilles,10.0
713,CHARLES FOOTWEAR,65.5,94.99,black,mules,29.489999999999995
714,Tamaris,69.95,69.95,navy structure,slip-ons,0.0
715,Anna Field,29.89,34.99,black,lace-ups,5.100000000000001
716,Anna Field,29.89,34.99,black,trainers,5.100000000000001
717,Pier One,17.59,24.99,brown,espadrilles,7.399999999999999
718,New Look Wide Fit,49.99,49.99,pale pink,heels,0.0
719,Skechers,44.99,74.99,lavender,trainers,29.999999999999993
720,Veja,159.95,159.95,extra white/black,trainers,0.0
721,Tamaris,59.95,59.95,navy,pumps,0.0
722,Tamaris,69.95,69.95,taupe,slip-ons,0.0
723,Anna Field,45.49,64.99,beige,sandals,19.499999999999993
724,New Look,31.99,39.99,tan,sandals,8.000000000000004
725,Pepe Jeans,42.75,95.0,pink,trainers,52.25
726,Pier One,38.39,44.99,beige,sandals,6.600000000000001
727,Hummel,44.95,59.95,rose dust lunar rock,trainers,15.0
728,Anna Field,31.99,39.99,transparent,sandals,8.000000000000004
729,Rubi Shoes by Cotton On,28.95,28.95,white,mules,0.0
730,Pepe Jeans,42.5,85.0,black,espadrilles,42.5
731,Anna Field,50.99,59.99,black ,slip-ons,9.0
732,Zign,48.99,69.99,gold,sandals,20.999999999999993
733,Tamaris,44.95,49.95,gold,sandals,5.0
734,Lacoste,87.95,109.95,white,trainers,22.0
735,Where’s That From,44.99,44.99,red suede,sandals,0.0
736,Tamaris,69.95,69.95,black,heels,0.0
737,Even&Odd,16.99,34.99,black,heels,18.000000000000004
738,Tamaris,44.96,49.95,black,mules,4.990000000000002
739,New Look,34.99,49.99,silver,sandals,15.0
740,Anna Field,45.49,69.99,light blue,heels,24.499999999999993
741,Zign,59.99,119.99,white,boots,59.99999999999999
742,Anna Field Wide Fit,22.89,34.99,black,sandals,12.100000000000001
743,adidas Originals,119.95,119.95,grey two/cloud white/core white,trainers,0.0
744,Derimod,59.99,79.99,black,mules,19.999999999999993
745,Cesare Gaspari,58.0,128.0,beige,toes,70.0
746,New Look Wide Fit,39.99,39.99,black,mixed,0.0
747,Jordan,129.95,129.95,white/sea coral/atmosphere/sail,trainers,0.0
748,ONLY SHOES,29.39,44.99,black,sandals,15.600000000000001
749,Anna Field,59.99,59.99,white,boots,0.0
750,Anna Field,33.99,39.99,sand,slip-ons,6.0
751,Gabor,72.75,119.99,schwarz/cognac,lace-ups,47.239999999999995
752,La Strada,51.6,64.95,schwarz,lace-ups,13.350000000000001
753,Musk,69.99,119.99,white,trainers,50.0
754,Birkenstock,119.95,119.95,black,slippers,0.0
755,Anna Field,20.09,24.99,white,sandals,4.899999999999999
756,CHARLES FOOTWEAR,76.0,109.99,black,mules,33.989999999999995
757,Converse,63.95,74.95,maroon,trainers,11.0
758,Ca'Shott,118.99,169.99,black,boots,51.000000000000014
759,Marco Tozzi,44.95,49.95,black,slip-ons,5.0
760,adidas Originals,98.95,109.95,cwhite/clg,trainers,11.0
761,Vero Moda,52.49,74.99,black,mixed,22.499999999999993
762,Clarks,89.85,89.85,black,sandals,0.0
763,Carvela,70.0,150.0,black,sandals,80.0
764,Even&Odd,64.99,64.99,black ,boots,0.0
765,Tamaris,37.0,69.95,schwarz,heels,32.95
766,Nike Sportswear,169.95,169.95,white/hemp/summit white,trainers,0.0
767,La Strada,38.99,64.99,black wrinkle patent,slip-ons,25.999999999999993
768,Stradivarius,35.99,35.99,black,heels,0.0
769,Bershka,29.99,29.99,beige,trainers,0.0
770,Anna Field,55.99,69.99,white,sandals,13.999999999999993
771,Even&Odd,33.19,43.99,black,heels,10.800000000000004
772,Zign,32.99,59.99,black ,espadrilles,27.0
773,ONLY SHOES,31.99,39.99,gold,sandals,8.000000000000004
774,adidas Originals,79.95,99.95,white,trainers,20.0
775,Bershka,35.99,35.99,light pink,heels,0.0
776,Bershka,49.99,49.99,white,trainers,0.0
777,Zign,56.49,74.99,light pink,mixed,18.499999999999993
778,New Look,39.99,39.99,eggshell white,espadrilles,0.0
779,Anna Field,35.99,39.99,white,sandals,4.0
780,Zign,59.99,59.99,black,espadrilles,0.0
781,Puma,55.95,69.95,white/frosty pink/cool light gray,trainers,14.0
782,Ca'Shott,118.99,169.99,cognac,boots,51.000000000000014
783,Anna Field,21.09,27.99,dark blue,pumps,6.899999999999999
784,Zign,35.99,59.99,pink,pumps,24.0
785,Pepe Jeans,33.0,55.0,navy,trainers,22.0
786,Dr. Martens,173.95,204.95,black,boots,31.0
787,PULL&BEAR,35.99,35.99,beige,sandals,0.0
788,Anna Field,39.99,39.99,black,boots,0.0
789,Palado,39.95,69.95,schwarz,mules,30.0
790,Mango,45.99,45.99,nude,heels,0.0
791,Skechers Sport,89.95,89.95,roze,trainers,0.0
792,Anna Field,28.09,34.99,gold,heels,6.900000000000002
793,Ambellis,19.99,79.99,hellblau,espadrilles,60.0
794,Simmi London,41.85,48.95,beige,sandals,7.100000000000001
795,Puma,74.95,74.95,white/team gold,trainers,0.0
796,ONLY SHOES,26.99,26.99,off white,mules,0.0
797,Zign,55.99,69.99,gold,sandals,13.999999999999993
798,New Look,44.99,44.99,gold,mules,0.0
799,Tommy Hilfiger,64.93,99.9,weiß,trainers,34.97
800,Reebok Classic,89.95,99.95,footwear white/vector navy,trainers,10.0
801,Derimod,48.99,69.99,white,mules,20.999999999999993
802,Skechers,69.95,69.95,black/rose gold,trainers,0.0
803,Zign,51.99,64.99, black,sandals,12.999999999999993
804,Pepe Jeans,22.5,45.0,off white,mules,22.5
805,s.Oliver,35.65,39.99,navy,pumps,4.340000000000003
806,GANT,95.71,119.95,white,trainers,24.24000000000001
807,Reebok Classic,99.95,99.95,chalk pugry/steely fog,trainers,0.0
808,Nike Sportswear,99.95,99.95,white/black/summit white/iron grey,trainers,0.0
809,Betsy,79.99,114.99,black,boots,35.0
810,Tamaris,59.95,59.95,black,boots,0.0
811,Tamaris,49.99,59.95,black,heels,9.96
812,Vans,80.95,94.95,white,trainers,14.0
813,New Look,49.99,49.99,navy,sandals,0.0
814,adidas Originals,119.95,119.95,footwear white/core black,trainers,0.0
815,Palado,39.95,69.95,schwarz,mules,30.0
816,Tamaris,49.95,49.95,black,heels,0.0
817,Tamaris,49.95,49.95,black,heels,0.0
818,Anna Field Wide Fit,25.99,39.99,black ,boots,14.000000000000004
819,TOM TAILOR,32.18,49.99,white-rose-gold ,trainers,17.810000000000002
820,Pier One,53.99,59.99,black,slip-ons,6.0
821,Tamaris,41.95,59.95,black ,sandals,18.0
822,PULL&BEAR,29.99,29.99,black,sandals,0.0
823,Anna Field,34.99,34.99,black,slip-ons,0.0
824,adidas Originals,126.95,149.95,core black,trainers,22.999999999999986
825,Anna Field Wide Fit,29.99,59.99,dark blue,sandals,30.000000000000004
826,Tamaris,99.95,99.95,cognac,heels,0.0
827,New Balance,139.95,139.95,white/green,trainers,0.0
828,Anna Field,33.89,44.99,gold,pumps,11.100000000000001
829,Puma,35.95,59.95,black/white,trainers,24.0
830,White Sun,30.0,60.0,black,mules,30.0
831,New Look,27.99,39.99,black,sandals,12.000000000000004
832,TOM TAILOR,32.18,49.99,white rose gold ,trainers,17.810000000000002
