,Titles,Years
414,Spatial engineering of E. coli with addressable phase-separated RNAs.,2022
415,A pan-cancer mycobiome analysis reveals fungal involvement in gastrointestinal and lung tumors.,2022
416,Pan-cancer analyses reveal cancer-type-specific fungal ecologies and bacteriome interactions.,2022
417,Proper acquisition of cell class identity in organoids allows definition of fate specification programs of the human cerebral cortex.,2022
418,Ensembles of endothelial and mural cells promote angiogenesis in prenatal human brain.,2022
419,Mucus-degrading Bacteroides link carbapenems to aggravated graft-versus-host disease.,2022
420,Repression and 3D-restructuring resolves regulatory conflicts in evolutionarily rearranged genomes.,2022
421,The tumor mycobiome: A paradigm shift in cancer pathogenesis.,2022
422,Cerebrovasculature pumps up progenitors.,2022
423,"Reverse transcriptase meets DNA, again: Possible roles for transposable elements in host DNA repair.",2022
424,Epstein-Barr virus: Biology and clinical disease.,2022
425,Group II intron-like reverse transcriptases function in double-strand break repair.,2022
426,Structure and mechanism of human cystine exporter cystinosin.,2022
427,mTOR-regulated mitochondrial metabolism limits mycobacterium-induced cytotoxicity.,2022
428,SnapShot: Mechanotransduction in the nucleus.,2022
429,Actin cytoskeleton remodeling primes RIG-I-like receptor activation.,2022
430,Cell-type-specific population dynamics of diverse reward computations.,2022
431,A general chemical principle for creating closure-stabilizing integrin inhibitors.,2022
432,Gut microbiome of multiple sclerosis patients and paired household healthy controls reveal associations with disease risk and course.,2022
433,It's the water! The open and shut case of drug-induced integrin activation.,2022
434,Supercoiled filaments propel them all.,2022
435,"Team victory, yellow helmets for a computational tour de force.",2022
436,Deep mutational scanning identifies SARS-CoV-2 Nucleocapsid escape mutations of currently available rapid antigen tests.,2022
437,"Design, construction, and in vivo augmentation of a complex gut microbiome.",2022
438,Convergent evolution in the supercoiling of prokaryotic flagellar filaments.,2022
439,helixCAM: A platform for programmable cellular assembly in bacteria and human cells.,2022
440,Microbiota imbalance induced by dietary sugar disrupts immune-mediated protection from metabolic syndrome.,2022
441,Accurate de novo design of membrane-traversing macrocycles.,2022
442,SnapShot: Mediator complex structure.,2022
443,Gut bacterial nutrient preferences quantified in vivo.,2022
444,High-coverage whole-genome sequencing of the expanded 1000 Genomes Project cohort including 602 trios.,2022
445,A serotonergic axon-cilium synapse drives nuclear signaling to alter chromatin accessibility.,2022
446,Sublethal cytochrome c release generates drug-tolerant persister cells.,2022
447,The hemolysin A secretion system is a multi-engine pump containing three ABC transporters.,2022
448,1000 Genomes Project phase 4: The gift that keeps on giving.,2022
449,"A ciliary synapse for ""short-circuit"" neuromodulation.",2022
450,A gut reaction: Microbiome-driven glycemic effects of non-nutritive sweeteners.,2022
451,Extracellular pH sensing by plant cell-surface peptide-receptor complexes.,2022
452,Monkeypox emergency: Urgent questions and perspectives.,2022
453,Distinct transcriptome architectures underlying lupus establishment and exacerbation.,2022
454,Post-gastrulation synthetic embryos generated ex utero from mouse naive ESCs.,2022
455,Personalized microbiome-driven effects of non-nutritive sweeteners on human glucose tolerance.,2022
456,Sustained deep-tissue voltage recording using a fast indicator evolved for two-photon microscopy.,2022
457,Bacteriophages benefit from mobilizing pathogenicity islands encoding immune systems against competitors.,2022
458,Structure of a fully assembled tumor-specific T cell receptor ligated by pMHC.,2022
459,Non-canonical odor coding in the mosquito.,2022
460,From rare disorders of immunity to common determinants of infection: Following the mechanistic thread.,2022
461,Centromeres organize (epi)genome architecture.,2022
462,Light links neonatal neurons for learning.,2022
463,Scent of a human: The mosquito olfactory system defies dogma to ensure attraction to humans.,2022
464,Organizations in science and medicine must hold each other accountable for discriminatory practices.,2022
465,Pride in STEM worldwide.,2022
466,Scientific communication on TikTok.,2022
467,Harnessing social media to challenge scientific misinformation.,2022
468,Epigenetic reader SP140 loss of function drives Crohn's disease due to uncontrolled macrophage topoisomerases.,2022
469,Melanopsin retinal ganglion cells mediate light-promoted brain development.,2022
470,Intestinal transgene delivery with native E. coli chassis allows persistent physiological changes.,2022
471,Repeat-based holocentromeres influence genome architecture and karyotype evolution.,2022
472,The evolution and diversification of oakleaf butterflies.,2022
473,The intrinsic and extrinsic effects of TET proteins during gastrulation.,2022
474,Mitochondrial ROS promotes susceptibility to infection via gasdermin D-mediated necroptosis.,2022
475,PABP/purine-rich motif as an initiation module for cap-independent translation in pattern-triggered immunity.,2022
476,Retraction Notice to: Allosteric Activators of Protein Phosphatase 2A Display Broad Antitumor Activity Mediated by Dephosphorylation of MYBL2.,2022
477,Microbial liberation of N-methylserotonin from orange fiber in gnotobiotic mice and humans.,2022
478,Emergence of immune escape at dominant SARS-CoV-2 killer T cell epitope.,2022
479,Targeted suppression of human IBD-associated gut microbiota commensals by phage consortia for treatment of intestinal inflammation.,2022
480,Nitric oxide signaling in health and disease.,2022
481,The gene dose makes the disease.,2022
482,Immune checkpoint blockade provokes resident memory T cells to eliminate head and neck cancer.,2022
483,Invasive glioma cells: The malignant pioneers that follow the current.,2022
484,A cross-disorder dosage sensitivity map of the human genome.,2022
485,Glioblastoma hijacks neuronal mechanisms for brain invasion.,2022
486,Recombination of repeat elements generates somatic complexity in human genomes.,2022
487,Large-scale multiplexed mosaic CRISPR perturbation in the whole organism.,2022
488,Replication stress impairs chromosome segregation and preimplantation development in human embryos.,2022
489,HGT is widespread in insects and contributes to male courtship in lepidopterans.,2022
490,Inactivation of a wheat protein kinase gene confers broad-spectrum resistance to rust fungi.,2022
491,Structural basis of human ACE2 higher binding affinity to currently circulating Omicron SARS-CoV-2 sub-variants BA.2 and BA.1.1.,2022
492,Tissue-resident memory and circulating T cells are early responders to pre-surgical cancer immunotherapy.,2022
493,Learning from HBCUs: How to produce Black professionals in STEMM.,2022
494,SnapShot: Spatial transcriptomics.,2022
495,Designing antibodies as therapeutics.,2022
496,Human organoids: New strategies and methods for analyzing human development and disease.,2022
497,What is a cell type and how to define it?,2022
498,Single-cell approaches in human microbiome research.,2022
499,"Synthetic chromosomes, genomes, viruses, and cells.",2022
500,"3D genome, on repeat: Higher-order folding principles of the heterochromatinized repetitive genome.",2022
501,Repurposing chemical waste: Sustainable chemistry for circularity beyond artificial intelligence.,2022
502,High current hydrogels: Biocompatible electromechanical energy sources.,2022
503,Cryo-electron tomography: A long journey to the inner space of cells.,2022
504,Tissue bioprinting for biology and medicine.,2022
505,The application of artificial intelligence to biology and neuroscience.,2022
506,Evolving ancient DNA techniques and the future of human history.,2022
507,Establishing a blockchain-enabled Indigenous data sovereignty framework for genomic data.,2022
508,The challenges in finding your home as a multidisciplinary scientist.,2022
509,The impact of AI on research.,2022
510,The next decade of protein structure.,2022
511,Tackling human problems through biotechnology.,2022
512,Tumor biology gets smart.,2022
513,The integral partnership of biology and technology.,2022
514,"Metabolic analysis as a driver for discovery, diagnosis, and therapy.",2022
515,Cancer vaccines: Building a bridge over troubled waters.,2022
516,Tools for mammalian glycoscience research.,2022
517,Therapeutic in vivo delivery of gene editing agents.,2022
518,"Transcriptome, connectome and neuromodulation of the primate brain.",2022
519,The integrated genomics of crop domestication and breeding.,2022
520,Dissecting the treatment-naive ecosystem of human melanoma brain metastasis.,2022
521,Structural mechanisms of GABAA receptor autoimmune encephalitis.,2022
522,"Ferroptosis turns 10: Emerging mechanisms, physiological functions, and therapeutic applications.",2022
523,Transcription factor hijacking in the name of tolerance.,2022
524,Flaviviruses hijack the host microbiota to facilitate their transmission.,2022
525,Breaking down a gut-to-brain circuit that prevents malabsorption.,2022
